Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,SMOKE,CH2O,SCC,FAF,TUE,NObeyesdad,CAEC_Always,CAEC_Frequently,CAEC_Sometimes,CAEC_no,CALC_Always,CALC_Frequently,CALC_Sometimes,CALC_no,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
1,-0.323808981,-0.002805357,-0.678111332,1,0,-0.836278979,0.338364103,0,-0.048349297,0,1.214691128,0.636512921,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1,-1.027051904,1.270694258,0.771955877,1,1,-0.836278979,-0.845660843,0,0.822971177,0,0.021774832,-0.105373413,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.427091104,0.329860611,1.654415133,1,1,1.039171209,0.338364103,0,-0.114860666,0,0.529613614,0.549955723,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.675430442,-1.491756152,-1.474204934,0,0,-0.836278979,-2.497077077,0,-1.691863337,0,2.407607424,2.297369431,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1,0.797504476,0.07192852,0.55743242,1,1,0.357855789,0.338364103,0,-1.691863337,0,1.209420824,0.521641441,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,1.785919789,-0.002805357,-0.299019141,1,0,1.039171209,0.338364103,0,-0.048349297,0,-1.171141464,-1.024343589,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,-1.027051904,-1.606290829,-1.436295715,0,1,1.039171209,0.338364103,0,-1.691863337,0,0.021774832,-1.024343589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.323808981,-0.002805357,-0.299019141,1,1,-2.711729167,0.338364103,0,-0.048349297,0,-1.171141464,0.636512921,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.290272409,0.81974833,1.007729915,1,1,-1.975305519,0.338364103,0,-1.300613315,0,0.138567302,0.003746521,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.323808981,-0.346409387,-0.299019141,1,1,-0.836278979,-2.497077077,0,-0.048349297,0,1.214691128,0.636512921,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.851241173,-0.57547874,-0.905566647,1,1,-0.836278979,0.338364103,0,-1.691863337,0,0.021774832,-1.024343589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.365109587,-0.422678028,0.936033649,1,1,1.039171209,0.338364103,0,1.141717577,0,-1.171141464,-0.889555118,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,1.037053278,-2.263616791,-0.3775214,1,1,-0.836278979,-2.497077077,0,-1.691863337,0,-1.171141464,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,-1.027051904,0.607904992,-1.358265842,1,1,-0.836278979,0.338364103,0,0.070302556,0,-0.35940487,1.066477115,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,3.072555812,1.752129318,0.310502798,1,1,-0.836278979,0.338364103,0,1.595164744,0,1.214691128,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,0.379433942,-1.016872476,0.912184694,1,1,1.039171209,0.338364103,0,0.952636217,0,-1.171141464,-0.892581199,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-0.206070047,0.884362322,1,1,1.039171209,0.338364103,0,0.752157087,0,-1.171141464,-0.608295712,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.675430442,-1.720825505,-1.62584181,0,1,1.039171209,0.338364103,0,-0.048349297,0,1.214691128,-1.024343589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
0,-0.14799825,-1.720825505,-0.299019141,1,0,-0.836278979,0.338364103,0,-0.048349297,0,0.021774832,-1.024343589,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.127195094,1.728077036,1.211338966,1,1,-0.453758408,0.273781259,0,1.3554763,0,0.249645703,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.14799825,-0.002805357,0.345437584,1,0,-0.836278979,0.338364103,0,1.595164744,0,2.407607424,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-0.668045665,0.912179349,1,1,1.039171209,0.338364103,0,0.990719724,0,-1.171141464,-0.637599864,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.546064892,0.198787127,-0.053941991,1,1,0.985885918,0.338364103,0,-0.498493001,0,-1.171141464,-0.270897694,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,1.062110702,0.569868026,1.183880409,1,1,0.418301549,0.338364103,0,1.495718996,0,1.214495489,0.356512443,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,-0.915537619,-0.087034158,-0.310495095,0,1,-0.855222807,-1.229902819,0,-1.691863337,0,0.021774832,0.146523711,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.675430442,-0.002805357,-0.299019141,1,1,-0.836278979,0.338364103,0,1.595164744,0,1.214691128,0.636512921,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.496689826,0.644888239,1.740501738,1,1,1.039171209,0.338364103,0,1.380248987,0,0.577591515,0.519183373,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.638622033,0.076361012,-0.373270488,1,0,-0.836278979,0.338364103,0,-1.691863337,0,-0.185005279,-1.024343589,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.30159969,-0.60055038,-1.451315082,1,1,-0.05302534,1.754125402,0,-0.971350069,0,1.214691128,0.636512921,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.499619712,-1.491756152,-1.62584181,0,1,1.039171209,0.338364103,0,1.595164744,0,0.021774832,-1.024343589,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.499619712,1.028006732,0.648711337,1,1,-0.836278979,-1.499995604,0,1.595164744,0,0.021774832,0.636512921,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.357003805,-0.489623546,-0.109473045,1,1,-0.836278979,0.338364103,0,0.561419065,0,0.021774832,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.376315236,-0.252479498,0.738886073,1,1,1.039171209,0.338364103,0,-0.854108351,0,-1.128282367,0.418588616,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.851241173,0.455333349,-0.374837579,1,0,1.039171209,0.338364103,0,-0.048349297,0,0.021774832,-1.024343589,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.499619712,-1.720825505,-0.75392977,0,1,-0.836278979,0.338364103,0,-0.048349297,0,1.214691128,0.636512921,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1.20340627,1.546516667,1.255193109,1,1,-0.425206554,0.250449831,0,0.131939263,0,0.771686153,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-0.862388105,0.912040942,1,1,1.039171209,0.338364103,0,1.217361954,0,-1.171141464,-0.861978257,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,2.313351981,-2.293498888,-0.299019141,1,1,-0.836278979,0.338364103,0,-0.048349297,0,-1.171141464,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,0.379433942,-0.404363933,0.911897759,1,1,1.039171209,0.338364103,0,1.24473468,0,-1.171141464,-0.317693987,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.16436869,1.697118313,1.256840416,1,1,0.888246231,0.333322688,0,-0.150782953,0,0.531642765,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.499619712,-0.919082769,-0.678111332,0,0,-0.836278979,-2.497077077,0,1.595164744,0,0.021774832,-1.024343589,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.710758906,-1.192706112,-1.707421199,0,1,1.039171209,-0.255639559,0,-1.423536661,0,-0.521259753,-1.024343589,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.499619712,-0.919082769,-0.716020551,1,0,-0.836278979,0.338364103,0,-1.691863337,0,0.021774832,2.297369431,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.370801284,-0.651850462,0.863897068,1,1,1.039171209,0.338364103,0,-0.49127633,0,-1.171141464,0.260838804,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-1.027051904,0.498741992,-1.252982804,1,1,-0.342576094,-0.407480269,0,1.137888189,0,-0.834663915,-1.024343589,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,5.525866394,-0.002805357,-0.299019141,1,1,1.039171209,0.338364103,0,-0.048349297,0,-0.002440176,1.540611788,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,-1.027051904,-0.002805357,-0.374837579,1,1,1.039171209,0.338364103,0,-1.691863337,0,0.021774832,0.636512921,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.499619712,-1.606290829,-0.943475866,1,1,1.039171209,0.338364103,0,-0.048349297,0,0.021774832,-1.024343589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.635803407,-1.203529639,-1.641210662,0,1,1.039171209,0.338364103,0,0.681576377,1,0.248983634,-1.024343589,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.288509878,-0.000331408,-1.429721308,1,1,0.381649626,0.338364103,0,1.019045689,0,0.021774832,-1.024343589,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.187047571,0.108648337,0.358719686,1,1,-0.836278979,-1.876173585,0,-0.048349297,0,-0.617758331,1.033520739,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-1.016872476,0.911788846,1,1,1.039171209,0.338364103,0,0.973876992,0,-1.171141464,-0.228426272,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.323808981,1.142541409,-0.867657428,0,1,1.039171209,0.338364103,0,-0.048349297,0,1.214691128,-1.024343589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.068082076,0.721225601,1.118207349,1,1,-0.836278979,0.323890593,0,-0.048349297,0,0.997642394,0.024017274,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-1.027051904,-0.804548093,-1.436295715,0,0,1.039171209,1.756084692,0,-0.048349297,0,1.214691128,0.636512921,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.168265359,-0.893415548,-0.223200703,1,1,-1.29688767,-2.497077077,0,0.222909409,0,-1.171141464,-0.522916061,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-1.202862635,1.142541409,0.11798227,1,1,-0.836278979,0.338364103,0,-0.048349297,0,0.021774832,0.636512921,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1.061808308,1.543252428,-0.097621145,1,1,-0.836278979,0.338364103,0,0.135573073,0,0.021774832,-1.024343589,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.232600659,-0.005176225,-0.233882307,1,1,-0.836278979,0.130917555,0,-0.465478091,0,-0.345496659,-1.024343589,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.14799825,1.142541409,0.269619146,1,1,-0.836278979,0.338364103,0,1.595164744,0,-1.171141464,0.636512921,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.498204259,1.029976729,0.009051796,1,1,1.039171209,-2.348723959,0,1.595164744,0,0.452410457,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.962444801,0.529437285,1.735821239,1,1,1.039171209,0.338364103,0,1.378495357,0,0.620325355,0.014273029,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.035028281,-0.002805357,-0.18464824,1,1,-0.836278979,0.314683916,0,-0.048349297,0,-1.171141464,-0.271304604,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.375251229,-0.771378851,0.646657416,1,1,1.039171209,0.338364103,0,-0.674026874,0,-1.071324193,-0.061809147,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.853248756,1.062344228,-1.436295715,1,1,1.039171209,0.852653588,0,-1.691863337,0,0.844320441,-1.024343589,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-0.499619712,-0.804548093,-0.678111332,0,1,1.039171209,-2.497077077,0,-0.048349297,0,-1.171141464,0.636512921,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1.835442331,0.602659304,-0.00099843,1,1,-0.266787277,0.338364103,0,1.595164744,0,1.277791628,0.536406455,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1,-0.499619712,-1.148152123,-0.791838989,1,1,-0.836278979,0.338364103,0,-1.691863337,1,0.021774832,-1.024343589,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.323808981,0.684402703,0.648711337,0,1,1.039171209,-2.497077077,0,-0.048349297,0,1.214691128,0.636512921,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,2.506523143,-1.603828333,-0.299019141,1,1,-0.797297747,-2.257237031,0,-0.257613009,0,1.190063371,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,0.270529216,1.489776188,1.132319625,1,1,-0.707184241,0.338364103,0,0.135776868,0,0.112732314,-0.960810845,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.14799825,-0.002805357,-1.436295715,0,1,-0.836278979,0.338364103,0,1.137209418,0,0.021774832,-1.024343589,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,2.489162712,0.569868026,-0.488565236,1,1,1.039171209,0.338364103,0,-0.048349297,0,1.214691128,-1.024343589,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,2.349759219,0.806531028,1.117599702,1,1,-0.836278979,0.338364103,0,-0.418504816,0,-0.417737284,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,2.272853276,-0.210777423,-0.17294066,1,1,0.457648494,0.338364103,0,0.799317723,0,-0.07722052,-1.024343589,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,0.379433942,-0.677437509,0.912053604,1,1,1.039171209,0.338364103,0,0.994200687,0,-1.171141464,-0.861978257,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.603898155,1.46639966,1.250417609,1,1,1.000505052,0.338364103,0,-1.035067464,0,-0.287628289,0.245301492,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-0.681526397,0.911541716,1,1,1.039171209,0.338364103,0,0.994200687,0,-1.171141464,-0.772375048,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.37152158,0.816232115,0.994941884,1,1,-0.412931733,0.338364103,0,0.205287651,0,0.077201302,0.200083012,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,3.474564453,-0.018542421,-0.399273217,1,1,-0.836278979,0.338364103,0,-0.288317138,0,0.021774832,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,0.379433942,-0.866854957,0.85345323,1,1,1.039171209,0.338364103,0,1.094047452,0,-1.171141464,-0.228426272,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-1.311849465,0.150075529,-0.867657428,1,1,0.745580735,-1.913248396,0,-1.478076674,1,-0.066083453,1.156963899,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,-1.027051904,-0.002805357,-1.436295715,1,1,-2.711729167,0.338364103,0,-0.048349297,0,-1.171141464,2.297369431,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.298713082,0.958152033,1.008117119,1,1,-0.250148283,0.313015259,0,-0.048349297,0,0.771686153,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-1.027051904,0.106701247,-0.488565236,1,1,-0.836278979,0.338364103,0,-0.646052622,0,0.021774832,-0.266225705,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1,0.228249724,1.427744207,1.223110575,1,1,0.968682414,0.338364103,0,0.207917274,0,0.439296728,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-0.851241173,-0.919082769,-0.678111332,0,1,-0.836278979,0.338364103,0,-1.691863337,0,0.021774832,-1.024343589,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0.379433942,-0.681526397,0.869295871,1,1,1.039171209,0.338364103,0,1.110081575,0,-1.171141464,-0.286039723,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,-1.027051904,0.455333349,0.269619146,1,1,-0.836278979,0.338364103,0,-0.048349297,0,1.214691128,2.297369431,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0,2.489162712,-2.293498888,-1.057203523,0,1,-0.836278979,0.338364103,0,-1.691863337,0,-1.171141464,0.636512921,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,-1.027051904,1.142541409,-1.436295715,1,1,-0.836278979,1.756084692,0,-0.048349297,0,1.214691128,0.636512921,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1.189081915,1.547776548,1.323989509,1,1,0.937835009,0.338364103,0,-0.136951138,0,-1.059701609,-1.024343589,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1.434298327,-0.57547874,0.08007305,1,1,-0.836278979,-2.497077077,0,1.595164744,0,0.021774832,-1.024343589,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,0.379433942,-0.871734134,0.838584817,1,1,1.039171209,0.338364103,0,1.110081575,0,-1.171141464,0.085394227,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
